BGC_NAME	TAXA_NAME	ACC_ID	PERC_IDENT	COVERAGE	ORGANISM	PHYLUM	Manual_PHYLUM	Manual_ORGANISM
V1.CD16.0__NODE_1471_length_16675_cov_3.03171__16675__lantipeptide__ANTISMASH__0_16675	N/A	N/A	0	0	N/A	N/A		
V1.CD16.0__NODE_1594_length_15730_cov_1.96606__15730__lantipeptide__ANTISMASH__0_15730	N/A	N/A	0	0	N/A	N/A		
V1.CD17.0__NODE_62_length_110305_cov_3.89438__45281__nrps__ANTISMASH__65024_110305	N/A	N/A	0	0	N/A	N/A		
V1.CD17.0__NODE_1268_length_20512_cov_22.045__20512__nrps__ANTISMASH__0_20512	N/A	N/A	0	0	N/A	N/A		
V1.CD17.4__NODE_457_length_50816_cov_4.81108__43714__other__ANTISMASH__0_43714	N/A	N/A	0	0	N/A	N/A		
V1.CD17.4__NODE_1363_length_25533_cov_5.9885__25533__nrps__ANTISMASH__0_25533	N/A	N/A	0	0	N/A	N/A		
V1.CD17.4__NODE_1621_length_22473_cov_11.857__22473__t1pks__ANTISMASH__0_22473	N/A	N/A	0	0	N/A	N/A		
V1.CD17.4__NODE_2658_length_14931_cov_3.23293__14931__nrps__ANTISMASH__0_14931	N/A	N/A	0	0	N/A	N/A		
V1.CD17.4__NODE_4957_length_7396_cov_3.24956__7396__lantipeptide__ANTISMASH__0_7396	N/A	N/A	0	0	N/A	N/A		
V1.CD18.0__NODE_483_length_43980_cov_3.2741__43980__nrps__ANTISMASH__0_43980	N/A	N/A	0	0	N/A	N/A		
V1.CD18.0__NODE_2491_length_8501_cov_2.16919__8501__arylpolyene-nrps__ANTISMASH__0_8501	N/A	N/A	0	0	N/A	N/A		
V1.CD18.3__NODE_875_length_21155_cov_4.96829__18735__lantipeptide__ANTISMASH__2420_21155	N/A	N/A	0	0	N/A	N/A		
V1.CD19.0__NODE_13_length_199657_cov_7.77472__43554__arylpolyene__ANTISMASH__144630_188184	N/A	N/A	0	0	N/A	N/A		
V1.CD19.0__NODE_73_length_103687_cov_59.8611__41227__arylpolyene__ANTISMASH__31813_73040	N/A	N/A	0	0	N/A	N/A		
V1.CD19.0__NODE_740_length_36398_cov_5.41485__33886__nrps__ANTISMASH__2512_36398	N/A	N/A	0	0	N/A	N/A		
V1.CD20.4__NODE_129_length_99060_cov_5.73596__47362__t1pks__ANTISMASH__39230_86592	N/A	N/A	0	0	N/A	N/A		
V1.CD20.4__NODE_183_length_85609_cov_4.36619__23461__arylpolyene__ANTISMASH__62148_85609	N/A	N/A	0	0	N/A	N/A		
V1.CD20.4__NODE_696_length_42747_cov_3.67617__28620__other__ANTISMASH__14127_42747	N/A	N/A	0	0	N/A	N/A		
V1.CD20.4__NODE_2398_length_16240_cov_5.73889__16240__nrps__ANTISMASH__0_16240	N/A	N/A	0	0	N/A	N/A		
V1.CD20.4__NODE_3621_length_10460_cov_4.95877__10460__nrps__ANTISMASH__0_10460	N/A	N/A	0	0	N/A	N/A		
V1.CD21.0__NODE_1203_length_16973_cov_2.879__16973__nrps__ANTISMASH__0_16973	N/A	N/A	0	0	N/A	N/A		
V1.CD21.0__NODE_1626_length_11571_cov_10.4784__11571__lantipeptide__ANTISMASH__0_11571	N/A	N/A	0	0	N/A	N/A		
V1.CD21.0__NODE_1679_length_11028_cov_2.82293__11028__nrps__ANTISMASH__0_11028	N/A	N/A	0	0	N/A	N/A		
V1.CD21.4__NODE_3925_length_5903_cov_1.72948__5903__nrps__ANTISMASH__0_5903	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_123_length_108932_cov_10.7286__47458__nrps__ANTISMASH__36365_83823	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_129_length_107589_cov_13.1436__30047__nrps__ANTISMASH__77542_107589	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_206_length_86595_cov_6.52306__44296__nrps__ANTISMASH__14983_59279	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_341_length_64110_cov_3.2955__9681__bacteriocin__ANTISMASH__0_9681	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_416_length_58194_cov_5.37747__17320__terpene__ANTISMASH__0_17320	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_578_length_47686_cov_5.36884__38435__arylpolyene__ANTISMASH__9251_47686	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_785_length_38783_cov_122.936__21891__arylpolyene__ANTISMASH__0_21891	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_939_length_34185_cov_5.62379__25189__terpene__ANTISMASH__8996_34185	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_1142_length_29553_cov_3.52492__29553__ladderane-nrps__ANTISMASH__0_29553	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_1145_length_29513_cov_6.66576__14134__terpene__ANTISMASH__15379_29513	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_2278_length_17490_cov_7.55417__17490__nrps__ANTISMASH__0_17490	N/A	N/A	0	0	N/A	N/A		
V1.CD22.0__NODE_3507_length_12519_cov_2.77078__12519__nrps__ANTISMASH__0_12519	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_18_length_225290_cov_9.93792__41719__other__ANTISMASH__21509_63228	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_140_length_82329_cov_9.0358__33423__lantipeptide__ANTISMASH__48906_82329	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_636_length_30932_cov_2.09949__23181__other__ANTISMASH__0_23181	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_686_length_28812_cov_2.16991__28812__nrps__ANTISMASH__0_28812	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_1469_length_17214_cov_1.46273__16572__lantipeptide__ANTISMASH__642_17214	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_2684_length_11411_cov_1.71486__11411__lantipeptide__ANTISMASH__0_11411	N/A	N/A	0	0	N/A	N/A		
V1.CD24.0__NODE_2926_length_10662_cov_1.48204__10662__nrps__ANTISMASH__0_10662	N/A	N/A	0	0	N/A	N/A		
V1.CD25.4__NODE_39_length_169582_cov_10.1708__54510__nrps-t1pks__ANTISMASH__44664_99174	N/A	N/A	0	0	N/A	N/A		
V1.CD25.4__NODE_574_length_47852_cov_26.0114__41362__nrps__ANTISMASH__6490_47852	N/A	N/A	0	0	N/A	N/A		
V1.CD25.4__NODE_1517_length_22823_cov_6.87966__22823__arylpolyene__ANTISMASH__0_22823	N/A	N/A	0	0	N/A	N/A		
V1.CD25.4__NODE_6436_length_5714_cov_5.88426__5714__arylpolyene__ANTISMASH__0_5714	N/A	N/A	0	0	N/A	N/A		
V1.CD27.0__NODE_683_length_26624_cov_4.25955__22114__lantipeptide__ANTISMASH__4510_26624	N/A	N/A	0	0	N/A	N/A		
V1.CD27.0__NODE_1210_length_18246_cov_9.59821__18246__lantipeptide__ANTISMASH__0_18246	N/A	N/A	0	0	N/A	N/A		
V1.CD27.0__NODE_1305_length_17284_cov_17.8576__12888__lantipeptide__ANTISMASH__4396_17284	N/A	N/A	0	0	N/A	N/A		
V1.CD29.0__NODE_617_length_34395_cov_1.90839__31809__arylpolyene__ANTISMASH__2586_34395	N/A	N/A	0	0	N/A	N/A		
V1.CD29.0__NODE_795_length_29664_cov_6.14273__23708__nrps__ANTISMASH__0_23708	N/A	N/A	0	0	N/A	N/A		
V1.CD29.0__NODE_876_length_27681_cov_4.20416__27681__other__ANTISMASH__0_27681	N/A	N/A	0	0	N/A	N/A		
V1.CD29.0__NODE_3645_length_9432_cov_2.886__9432__other__ANTISMASH__0_9432	N/A	N/A	0	0	N/A	N/A		
V1.CD29.0__NODE_5078_length_7195_cov_1.52493__7195__nrps__ANTISMASH__0_7195	N/A	N/A	0	0	N/A	N/A		
V1.CD30.0__NODE_115_length_60362_cov_11.0903__34843__nrps__ANTISMASH__0_34843	N/A	N/A	0	0	N/A	N/A		
V1.CD30.0__NODE_1626_length_13807_cov_2.46546__13730__hserlactone__ANTISMASH__77_13807	N/A	N/A	0	0	N/A	N/A		
V1.CD30.0__NODE_2533_length_10430_cov_4.38101__10430__bacteriocin__ANTISMASH__0_10430	N/A	N/A	0	0	N/A	N/A		
V1.CD30.0__NODE_6593_length_5371_cov_1.32731__5371__nrps__ANTISMASH__0_5371	N/A	N/A	0	0	N/A	N/A		
V1.CD31.0__NODE_324_length_45336_cov_5.271__35893__other__ANTISMASH__9443_45336	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_85_length_103702_cov_21.1009__51636__arylpolyene__ANTISMASH__52066_103702	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_94_length_99029_cov_7.35412__55735__arylpolyene__ANTISMASH__5913_61648	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_305_length_57288_cov_8.19183__18024__terpene__ANTISMASH__0_18024	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_411_length_48363_cov_4.8001__34296__nrps__ANTISMASH__14067_48363	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_486_length_43294_cov_2.88959__33618__other__ANTISMASH__0_33618	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_655_length_36329_cov_8.85122__36329__nrps__ANTISMASH__0_36329	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_2130_length_16151_cov_3.9439__16151__nrps__ANTISMASH__0_16151	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_4290_length_8938_cov_2.09085__8938__nrps__ANTISMASH__0_8938	N/A	N/A	0	0	N/A	N/A		
V1.CD34.0__NODE_4414_length_8732_cov_1.80108__8732__nrps__ANTISMASH__0_8732	N/A	N/A	0	0	N/A	N/A		
V1.CD35.0__NODE_35_length_186011_cov_19.9468__24535__bacteriocin__ANTISMASH__161476_186011	N/A	N/A	0	0	N/A	N/A		
V1.CD35.0__NODE_1474_length_8859_cov_1.95695__8859__arylpolyene__ANTISMASH__0_8859	N/A	N/A	0	0	N/A	N/A		
V1.CD35.1__NODE_1994_length_10865_cov_3.59695__10865__nrps__ANTISMASH__0_10865	N/A	N/A	0	0	N/A	N/A		
V1.CD35.1__NODE_2205_length_9798_cov_43.8637__9798__resorcinol__ANTISMASH__0_9798	N/A	N/A	0	0	N/A	N/A		
V1.CD35.1__NODE_2934_length_7467_cov_2.68254__7467__nrps__ANTISMASH__0_7467	N/A	N/A	0	0	N/A	N/A		
V1.CD35.1__NODE_3189_length_6839_cov_2.87736__6839__nrps__ANTISMASH__0_6839	N/A	N/A	0	0	N/A	N/A		
V1.CD35.1__NODE_3253_length_6724_cov_3.53741__6724__nrps__ANTISMASH__0_6724	N/A	N/A	0	0	N/A	N/A		
V1.CD36.0__NODE_50_length_152134_cov_7.67276__43633__arylpolyene__ANTISMASH__54463_98096	N/A	N/A	0	0	N/A	N/A		
V1.CD36.0__NODE_339_length_67948_cov_6.92317__46880__t1pks__ANTISMASH__21068_67948	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_568_length_44807_cov_4.74365__32695__nrps__ANTISMASH__12112_44807	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_831_length_35758_cov_10.3844__35758__nrps__ANTISMASH__0_35758	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_1226_length_27215_cov_2.83391__12407__bacteriocin__ANTISMASH__14808_27215	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_1431_length_23646_cov_2.60192__23646__lantipeptide__ANTISMASH__0_23646	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_1740_length_20167_cov_3.43158__20167__ladderane__ANTISMASH__0_20167	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_1836_length_19343_cov_4.46936__19343__other__ANTISMASH__0_19343	N/A	N/A	0	0	N/A	N/A		
V1.CD38.0__NODE_6830_length_6184_cov_4.7998__6184__nrps__ANTISMASH__0_6184	N/A	N/A	0	0	N/A	N/A		
V1.CD41.0__NODE_100_length_108541_cov_8.66845__100392__otherks-transatpks__ANTISMASH__0_100392	N/A	N/A	0	0	N/A	N/A		
V1.CD41.0__NODE_109_length_105688_cov_4.31867__42571__other__ANTISMASH__20202_62773	N/A	N/A	0	0	N/A	N/A		
V1.CD41.0__NODE_943_length_35244_cov_101.614__30625__resorcinol__ANTISMASH__0_30625	N/A	N/A	0	0	N/A	N/A		
V1.CD41.0__NODE_3181_length_12514_cov_8.09969__12514__lantipeptide__ANTISMASH__0_12514	N/A	N/A	0	0	N/A	N/A		
V1.CD42.0__NODE_990_length_28192_cov_30.5339__28192__ladderane__ANTISMASH__0_28192	N/A	N/A	0	0	N/A	N/A		
V1.CD42.0__NODE_1823_length_17721_cov_4.4267__17721__lantipeptide__ANTISMASH__0_17721	N/A	N/A	0	0	N/A	N/A		
V1.CD42.0__NODE_2860_length_11958_cov_6.16424__11958__lantipeptide__ANTISMASH__0_11958	N/A	N/A	0	0	N/A	N/A		
V1.CD42.0__NODE_5163_length_6740_cov_3.67345__6740__nrps__ANTISMASH__0_6740	N/A	N/A	0	0	N/A	N/A		
V1.CD6.4__NODE_39_length_113973_cov_7.37798__35319__nrps__ANTISMASH__0_35319	N/A	N/A	0	0	N/A	N/A		
V1.CD6.4__NODE_97_length_81392_cov_6.54071__10957__bacteriocin__ANTISMASH__51098_62055	N/A	N/A	0	0	N/A	N/A		
V1.CD6.4__NODE_98_length_80838_cov_8.05692__10491__microcin__ANTISMASH__70347_80838	N/A	N/A	0	0	N/A	N/A		
V1.CD6.4__NODE_127_length_71057_cov_8.47168__14799__lantipeptide__ANTISMASH__56258_71057	N/A	N/A	0	0	N/A	N/A		
V1.CD6.4__NODE_137_length_69334_cov_7.13365__39356__nrps__ANTISMASH__29978_69334	N/A	N/A	0	0	N/A	N/A		
V1.CD6.4__NODE_2152_length_14223_cov_2.34294__14223__nrps__ANTISMASH__0_14223	N/A	N/A	0	0	N/A	N/A		
V1.CD7.4__NODE_1138_length_22326_cov_22.5187__22326__lantipeptide__ANTISMASH__0_22326	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_439_length_43354_cov_4.12746__30890__nrps__ANTISMASH__12464_43354	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_842_length_29380_cov_2.99956__26624__lantipeptide__ANTISMASH__2756_29380	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_987_length_26349_cov_2.62448__26349__nrps__ANTISMASH__0_26349	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_1022_length_25593_cov_6.21607__25593__nrps__ANTISMASH__0_25593	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_1689_length_17780_cov_3.95876__17780__other__ANTISMASH__0_17780	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_1834_length_16696_cov_6.92368__16696__lantipeptide__ANTISMASH__0_16696	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_2788_length_12169_cov_2.50454__12169__terpene__ANTISMASH__0_12169	N/A	N/A	0	0	N/A	N/A		
V1.UC10.2__NODE_4469_length_8210_cov_2.76321__8210__arylpolyene__ANTISMASH__0_8210	N/A	N/A	0	0	N/A	N/A		
V1.UC1.0__NODE_2759_length_10866_cov_2.65461__10866__nrps__ANTISMASH__0_10866	N/A	N/A	0	0	N/A	N/A		
V1.UC1.0__NODE_3056_length_9934_cov_5.50764__9934__arylpolyene__ANTISMASH__0_9934	N/A	N/A	0	0	N/A	N/A		
V1.UC1.0__NODE_5044_length_6340_cov_2.01559__6340__bacteriocin__ANTISMASH__0_6340	N/A	N/A	0	0	N/A	N/A		
V1.UC11.0__NODE_60_length_96310_cov_12.3574__22766__lantipeptide__ANTISMASH__55831_78597	N/A	N/A	0	0	N/A	N/A		
V1.UC11.5__NODE_1219_length_30855_cov_3.11214__24415__nrps__ANTISMASH__0_24415	N/A	N/A	0	0	N/A	N/A		
V1.UC11.5__NODE_1744_length_22693_cov_3.34424__22693__t2pks__ANTISMASH__0_22693	N/A	N/A	0	0	N/A	N/A		
V1.UC11.5__NODE_2368_length_16905_cov_2.5416__16905__lantipeptide__ANTISMASH__0_16905	N/A	N/A	0	0	N/A	N/A		
V1.UC11.5__NODE_2937_length_13810_cov_2.1297__13810__nrps__ANTISMASH__0_13810	N/A	N/A	0	0	N/A	N/A		
V1.UC11.5__NODE_3762_length_10829_cov_2.09792__10829__nrps__ANTISMASH__0_10829	N/A	N/A	0	0	N/A	N/A		
V1.UC11.5__NODE_4292_length_9518_cov_2.14879__9518__nrps__ANTISMASH__0_9518	N/A	N/A	0	0	N/A	N/A		
V1.UC13.0__NODE_18_length_42972_cov_2.75185__37449__resorcinol__ANTISMASH__0_37449	N/A	N/A	0	0	N/A	N/A		
V1.UC13.3__NODE_1776_length_15845_cov_7.91153__15845__resorcinol__ANTISMASH__0_15845	N/A	N/A	0	0	N/A	N/A		
V1.UC14.1__NODE_395_length_46764_cov_7.24606__46764__nrps-t1pks__ANTISMASH__0_46764	N/A	N/A	0	0	N/A	N/A		
V1.UC15.3__NODE_19_length_273162_cov_10.228__33767__nrps__ANTISMASH__239395_273162	N/A	N/A	0	0	N/A	N/A		
V1.UC15.3__NODE_360_length_67186_cov_4.38185__40485__other__ANTISMASH__26701_67186	N/A	N/A	0	0	N/A	N/A		
V1.UC15.3__NODE_766_length_38769_cov_2.56383__30386__arylpolyene__ANTISMASH__0_30386	N/A	N/A	0	0	N/A	N/A		
V1.UC15.3__NODE_2049_length_15754_cov_4.26721__15754__lantipeptide__ANTISMASH__0_15754	N/A	N/A	0	0	N/A	N/A		
V1.UC15.3__NODE_2268_length_14353_cov_2.13393__14353__other__ANTISMASH__0_14353	N/A	N/A	0	0	N/A	N/A		
V1.UC16.0__NODE_14_length_168498_cov_15.1301__49012__nrps__ANTISMASH__89799_138811	N/A	N/A	0	0	N/A	N/A		
V1.UC16.0__NODE_189_length_45866_cov_5.01882__25422__nrps__ANTISMASH__20444_45866	N/A	N/A	0	0	N/A	N/A		
V1.UC17.2__NODE_459_length_40177_cov_4.86531__30032__nrps__ANTISMASH__0_30032	N/A	N/A	0	0	N/A	N/A		
V1.UC17.2__NODE_753_length_29863_cov_6.00013__26122__nrps__ANTISMASH__3741_29863	N/A	N/A	0	0	N/A	N/A		
V1.UC17.2__NODE_1156_length_22344_cov_4.80304__22344__nrps__ANTISMASH__0_22344	N/A	N/A	0	0	N/A	N/A		
V1.UC17.2__NODE_1470_length_18978_cov_2.97342__18978__ladderane__ANTISMASH__0_18978	N/A	N/A	0	0	N/A	N/A		
V1.UC17.2__NODE_5065_length_6170_cov_8.05658__6170__nrps__ANTISMASH__0_6170	N/A	N/A	0	0	N/A	N/A		
V1.UC17.2__NODE_5413_length_5766_cov_2.00543__5766__other__ANTISMASH__0_5766	N/A	N/A	0	0	N/A	N/A		
V1.UC2.0__NODE_1_length_401813_cov_2.74405__43606__arylpolyene__ANTISMASH__173833_217439	N/A	N/A	0	0	N/A	N/A		
V1.UC2.0__NODE_310_length_51072_cov_4.24219__40728__nrps__ANTISMASH__10344_51072	N/A	N/A	0	0	N/A	N/A		
V1.UC2.0__NODE_5137_length_6157_cov_1.01917__6157__other__ANTISMASH__0_6157	N/A	N/A	0	0	N/A	N/A		
V1.UC21.4__NODE_1205_length_26174_cov_4.12589__26174__nrps__ANTISMASH__0_26174	N/A	N/A	0	0	N/A	N/A		
V1.UC21.4__NODE_2043_length_17275_cov_2.89623__17275__nrps__ANTISMASH__0_17275	N/A	N/A	0	0	N/A	N/A		
V1.UC21.4__NODE_2417_length_15052_cov_5.26279__15052__nrps__ANTISMASH__0_15052	N/A	N/A	0	0	N/A	N/A		
V1.UC21.4__NODE_3343_length_11194_cov_9.65356__11194__lantipeptide__ANTISMASH__0_11194	N/A	N/A	0	0	N/A	N/A		
V1.UC23.0__NODE_496_length_29014_cov_4.51221__26736__nrps__ANTISMASH__2278_29014	N/A	N/A	0	0	N/A	N/A		
V1.UC23.0__NODE_598_length_25298_cov_1.78116__25298__other__ANTISMASH__0_25298	N/A	N/A	0	0	N/A	N/A		
V1.UC23.1__NODE_105_length_72166_cov_6.22675__36027__nrps__ANTISMASH__0_36027	N/A	N/A	0	0	N/A	N/A		
V1.UC24.0__NODE_2012_length_10989_cov_1.29129__10989__other__ANTISMASH__0_10989	N/A	N/A	0	0	N/A	N/A		
V1.UC2.4__NODE_3662_length_6596_cov_2.1353__6596__nrps__ANTISMASH__0_6596	N/A	N/A	0	0	N/A	N/A		
V1.UC25.0__NODE_4216_length_5715_cov_1.35565__5715__nrps__ANTISMASH__0_5715	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_1_length_445950_cov_5.19339__42953__nrps__ANTISMASH__188465_231418	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_46_length_120663_cov_2.61501__22730__lantipeptide__ANTISMASH__8497_31227	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_178_length_65073_cov_4.22257__22853__lantipeptide__ANTISMASH__15309_38162	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_613_length_32718_cov_1.93405__14591__bacteriocin__ANTISMASH__18127_32718	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_824_length_27253_cov_1.7223__27253__nrps__ANTISMASH__0_27253	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_869_length_26234_cov_5.26349__26234__nrps__ANTISMASH__0_26234	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_1448_length_19030_cov_4.60211__10274__microcin__ANTISMASH__8756_19030	N/A	N/A	0	0	N/A	N/A		
V1.UC26.0__NODE_5833_length_6477_cov_1.79633__6477__nrps__ANTISMASH__0_6477	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_35_length_189049_cov_13.4329__42953__nrps__ANTISMASH__104265_147218	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_1258_length_29685_cov_2.30214__28409__arylpolyene__ANTISMASH__0_28409	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_3387_length_11898_cov_41.5052__11898__bacteriocin__ANTISMASH__0_11898	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_3735_length_10764_cov_5.7631__10764__lantipeptide__ANTISMASH__0_10764	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_3803_length_10545_cov_12.469__10545__bacteriocin__ANTISMASH__0_10545	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_6316_length_6326_cov_1.61649__6326__arylpolyene__ANTISMASH__0_6326	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_6849_length_5803_cov_1.889__5803__resorcinol__ANTISMASH__0_5803	N/A	N/A	0	0	N/A	N/A		
V1.UC26.4__NODE_7192_length_5476_cov_1.53385__5476__t1pks__ANTISMASH__0_5476	N/A	N/A	0	0	N/A	N/A		
V1.UC27.0__NODE_221_length_47298_cov_35.7941__47298__nrps__ANTISMASH__0_47298	N/A	N/A	0	0	N/A	N/A		
V1.UC27.0__NODE_345_length_39358_cov_2.65484__36794__nrps__ANTISMASH__0_36794	N/A	N/A	0	0	N/A	N/A		
V1.UC27.0__NODE_784_length_25415_cov_5.89278__25415__other__ANTISMASH__0_25415	N/A	N/A	0	0	N/A	N/A		
V1.UC27.0__NODE_1005_length_22102_cov_7.35524__17754__bacteriocin__ANTISMASH__4348_22102	N/A	N/A	0	0	N/A	N/A		
V1.UC27.0__NODE_2811_length_11073_cov_6.69858__10335__microcin__ANTISMASH__738_11073	N/A	N/A	0	0	N/A	N/A		
V1.UC28.0__NODE_8_length_179307_cov_3.55394__24165__lassopeptide__ANTISMASH__48767_72932	N/A	N/A	0	0	N/A	N/A		
V1.UC28.0__NODE_98_length_77500_cov_4.29387__33876__lantipeptide__ANTISMASH__43624_77500	N/A	N/A	0	0	N/A	N/A		
V1.UC28.0__NODE_1054_length_22579_cov_3.83897__22579__nrps__ANTISMASH__0_22579	N/A	N/A	0	0	N/A	N/A		
V1.UC29.0__NODE_322_length_52312_cov_5.69727__17242__bacteriocin__ANTISMASH__35070_52312	N/A	N/A	0	0	N/A	N/A		
V1.UC29.0__NODE_2159_length_10983_cov_2.64165__10983__other__ANTISMASH__0_10983	N/A	N/A	0	0	N/A	N/A		
V1.UC30.0__NODE_203_length_57414_cov_1.85172__10528__bacteriocin__ANTISMASH__4837_15365	N/A	N/A	0	0	N/A	N/A		
V1.UC30.0__NODE_1030_length_22587_cov_1.50475__22587__lantipeptide__ANTISMASH__0_22587	N/A	N/A	0	0	N/A	N/A		
V1.UC30.0__NODE_1721_length_15433_cov_2.04207__15433__nrps__ANTISMASH__0_15433	N/A	N/A	0	0	N/A	N/A		
V1.UC30.0__NODE_2424_length_11483_cov_3.32482__11483__nrps__ANTISMASH__0_11483	N/A	N/A	0	0	N/A	N/A		
V1.UC31.0__NODE_372_length_48958_cov_14.1073__47658__nrps__ANTISMASH__1300_48958	N/A	N/A	0	0	N/A	N/A		
V1.UC31.0__NODE_1339_length_17308_cov_1.94196__17308__nrps__ANTISMASH__0_17308	N/A	N/A	0	0	N/A	N/A		
V1.UC31.4__NODE_299_length_67655_cov_5.5245__31052__nrps__ANTISMASH__0_31052	N/A	N/A	0	0	N/A	N/A		
V1.UC31.4__NODE_1315_length_24221_cov_3.34458__24221__nrps__ANTISMASH__0_24221	N/A	N/A	0	0	N/A	N/A		
V1.UC31.4__NODE_1486_length_21753_cov_6.89202__21753__lantipeptide__ANTISMASH__0_21753	N/A	N/A	0	0	N/A	N/A		
V1.UC31.4__NODE_3457_length_9939_cov_9.78936__9939__nrps__ANTISMASH__0_9939	N/A	N/A	0	0	N/A	N/A		
V1.UC32.0__NODE_504_length_53181_cov_4.4757__12856__lantipeptide__ANTISMASH__40325_53181	N/A	N/A	0	0	N/A	N/A		
V1.UC32.0__NODE_801_length_42245_cov_5.21588__25386__arylpolyene__ANTISMASH__16859_42245	N/A	N/A	0	0	N/A	N/A		
V1.UC32.0__NODE_4926_length_10643_cov_4.51776__10643__arylpolyene__ANTISMASH__0_10643	N/A	N/A	0	0	N/A	N/A		
V1.UC32.0__NODE_8774_length_5838_cov_1.43109__5838__t1pks__ANTISMASH__0_5838	N/A	N/A	0	0	N/A	N/A		
V1.UC33.0__NODE_223_length_59851_cov_6.38772__11026__bacteriocin__ANTISMASH__20366_31392	N/A	N/A	0	0	N/A	N/A		
V1.UC33.0__NODE_2561_length_14432_cov_3.06823__14432__nrps__ANTISMASH__0_14432	N/A	N/A	0	0	N/A	N/A		
V1.UC33.0__NODE_5166_length_7961_cov_1.81533__7961__nrps__ANTISMASH__0_7961	N/A	N/A	0	0	N/A	N/A		
V1.UC33.0__NODE_5407_length_7636_cov_2.11859__7636__nrps__ANTISMASH__0_7636	N/A	N/A	0	0	N/A	N/A		
V1.UC34.0__NODE_2685_length_11165_cov_5.31233__11165__microcin__ANTISMASH__0_11165	N/A	N/A	0	0	N/A	N/A		
V1.UC35.0__NODE_154_length_67301_cov_15.8463__41136__resorcinol__ANTISMASH__24061_65197	N/A	N/A	0	0	N/A	N/A		
V1.UC35.4__NODE_456_length_58727_cov_17.0485__22790__lantipeptide__ANTISMASH__27_22817	N/A	N/A	0	0	N/A	N/A		
V1.UC35.4__NODE_759_length_43394_cov_5.91573__23518__lantipeptide__ANTISMASH__19876_43394	N/A	N/A	0	0	N/A	N/A		
V1.UC35.4__NODE_1400_length_28887_cov_2.76009__25257__other__ANTISMASH__3630_28887	N/A	N/A	0	0	N/A	N/A		
